Term,Artist,Song,Album,Release Date
medium_term,Nickelback,"Animals - Live at Gwinnett Center Arena, Atlanta, GA, 3/17/2006",All the Right Reasons (Special Edition),2005-09-26
medium_term,Nickelback,If Today Was Your Last Day,Dark Horse,2008-10-28
medium_term,Noah Kahan,She Calls Me Back,Stick Season,2022-10-14
medium_term,Drake,Virginia Beach,For All The Dogs,2023-10-06
medium_term,Tonight Alive,Little Lion Man,"Punk Goes Pop, Vol. 4",2011-11-21
medium_term,Catfish and the Bottlemen,Tyrants,The Balcony,2014-09-15
medium_term,Paramore,Hallelujah,Riot!,2007-06-11
medium_term,Miley Cyrus,Flowers,Endless Summer Vacation,2023-08-18
medium_term,Rain City Drive,Talk to a Friend,To Better Days,2020-08-07
medium_term,The Snuts,Glasgow,W.L. (Deluxe),2021-04-02
medium_term,Catfish and the Bottlemen,Business,The Balcony,2014-09-15
medium_term,Point North,Safe And Sound,Prepare For Despair,2023-08-18
medium_term,Young the Giant,Silvertongue,Home of the Strange,2016-08-12
medium_term,Cage The Elephant,Trouble,Tell Me I'm Pretty,2015-12-18
medium_term,The Academic,Fake ID,Tales from the Backseat,2018-01-12
medium_term,Nickelback,Savin' Me,All the Right Reasons (Special Edition),2005-09-26
medium_term,Greta Van Fleet,You're The One,Anthem Of The Peaceful Army,2018-10-19
medium_term,Death Cab for Cutie,I Will Follow You into the Dark,Plans,2005-08-29
medium_term,Billie Eilish,you should see me in a crown,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29
medium_term,KALEO,Alter Ego,Surface Sounds,2021-04-23
medium_term,Conan Gray,Memories,Superache,2022-06-24
medium_term,Miley Cyrus,The Climb,Hannah Montana The Movie,2009-01-01
medium_term,All Time Low,Some Kind of Disaster,"Wake Up, Sunshine",2020-04-03
medium_term,Nickelback,Photograph,All the Right Reasons (Special Edition),2005-09-26
medium_term,Catfish and the Bottlemen,26,The Balcony,2014-09-15
medium_term,Gracie Abrams,The Bottom,This Is What It Feels Like,2021-11-12
medium_term,All Time Low,Sleepwalking,Tell Me I'm Alive,2023-03-17
medium_term,Vance Joy,Mess Is Mine,Dream Your Life Away (Special Edition),2014-09-09
medium_term,Dua Lipa,Houdini,Houdini,2023-11-09
medium_term,Nickelback,Far Away,All the Right Reasons (Special Edition),2005-09-26
medium_term,Bad Omens,Limits,Finding God Before God Finds Me (Deluxe),2020-01-17
medium_term,Miley Cyrus,High,Plastic Hearts,2020-11-27
medium_term,The Academic,Bear Claws,Tales from the Backseat,2018-01-12
medium_term,Hozier,Nobody,"Wasteland, Baby!",2019-03-01
medium_term,Sadie Hawkins,The Way You Break My Heart,The Way You Break My Heart,2019-06-14
medium_term,Gracie Abrams,Rockland,This Is What It Feels Like,2021-11-12
medium_term,Wallows,Scrawny,Nothing Happens,2019-03-22
medium_term,John Mayer,I Guess I Just Feel Like,Sob Rock,2021-07-16
medium_term,lovelytheband,broken,finding it hard to smile,2018-08-03
medium_term,Thirty Seconds To Mars,The Kill,A Beautiful Lie,2005-01-01
medium_term,Conan Gray,Family Line,Superache,2022-06-24
medium_term,Bazzi,Heaven,Infinite Dream,2022-09-16
medium_term,BØRNS,Holy Ghost,Dopamine,2015-10-16
medium_term,Nickelback,Rockstar,All the Right Reasons (Special Edition),2005-09-26
medium_term,Breaking Benjamin,The Diary of Jane - Single Version,Phobia (Clean Version),2006-01-01
medium_term,One Morning Left,Beat It,Beat It,2021-10-29
medium_term,Dance Gavin Dance,Son of Robot,Artificial Selection,2018-06-08
medium_term,Gracie Abrams,Block me out,Block me out,2022-04-08
medium_term,All Time Low,Something's Gotta Give,Future Hearts,2015-04-07
medium_term,Nickelback,Far Away - 2020 Remaster,All The Right Reasons (15th Anniversary Expanded Edition),2005
medium_term,Arctic Monkeys,Cornerstone,Humbug,2009-08-20
medium_term,Chappell Roan,Casual,The Rise and Fall of a Midwest Princess,2023-09-22
medium_term,Nickelback,How You Remind Me,Silver Side Up,2001-09-11
medium_term,John Mayer,Last Train Home,Sob Rock,2021-07-16
medium_term,Bazzi,I Like That,Infinite Dream,2022-09-16
medium_term,I DONT KNOW HOW BUT THEY FOUND ME,Choke,Choke,2018-08-24
medium_term,MUNA,Silk Chiffon,MUNA,2022-06-24
medium_term,Nickelback,Next Contestant,All the Right Reasons (Special Edition),2005-09-26
medium_term,COIN,Talk Too Much,How Will You Know If You Never Try,2017-04-21
medium_term,Young the Giant,Mind Over Matter,Mind Over Matter,2014-01-17
medium_term,Olivia Rodrigo,get him back!,GUTS,2023-09-08
medium_term,All Time Low,"Oh, Calamity!",Don't Panic: It's Longer Now!,2013-09-30
medium_term,Taylor Swift,right where you left me - bonus track,evermore (deluxe version),2021-01-07
medium_term,Kendrick Lamar,"Bitch, Don’t Kill My Vibe","good kid, m.A.A.d city",2012
medium_term,The Neighbourhood,Afraid,I Love You.,2013-04-19
medium_term,Hozier,To Noise Making (Sing),"Wasteland, Baby!",2019-03-01
medium_term,The Chainsmokers,Who Do You Love,World War Joy,2019-12-06
medium_term,Adele,All I Ask,25,2015-11-20
medium_term,Nickelback,Someone That You're With,All the Right Reasons (Special Edition),2005-09-26
medium_term,Young the Giant,Something to Believe In,Home of the Strange,2016-08-12
medium_term,The Academic,Bite My Tongue,Tales from the Backseat,2018-01-12
medium_term,Miley Cyrus,Prisoner (feat. Dua Lipa),Plastic Hearts,2020-11-27
medium_term,Nickelback,"Photograph - Live at Gwinnett Center Arena, Atlanta, GA, 3/17/2006",All the Right Reasons (Special Edition),2005-09-26
medium_term,The Academic,Why Can't We Be Friends?,Tales from the Backseat,2018-01-12
medium_term,Asking Alexandria,Alone In A Room,Asking Alexandria,2017-12-15
medium_term,Gracie Abrams,Where do we go now?,Good Riddance (Deluxe),2023-06-16
medium_term,Bad Omens,The Worst In Me,Bad Omens,2016-08-19
medium_term,Nickelback,Animals,All the Right Reasons (Special Edition),2005-09-26
medium_term,Logic,Under Pressure,Under Pressure (Deluxe),2014-10-21
medium_term,The Academic,Mixtape 2003,Mixtape 2003,2016-08-19
medium_term,First and Forever,Sick Little Games,Sick Little Games,2021-10-08
medium_term,Linkin Park,Numb,Meteora,2003-09-16
medium_term,DON BROCO,Nerve,Automatic,2016-11-11
medium_term,Billie Eilish,Ocean Eyes - Blackbear Remix,Ocean Eyes (The Remixes),2017-01-13
medium_term,Olivia Rodrigo,vampire,GUTS,2023-09-08
medium_term,Mumford & Sons,I Will Wait,Babel (Deluxe Version),2012-09-25
medium_term,5 Seconds of Summer,Jet Black Heart,Sounds Good Feels Good (Deluxe),2015-10-23
medium_term,Doja Cat,Paint The Town Red,Paint The Town Red,2023-08-04
medium_term,KALEO,All the Pretty Girls,A/B,2016-06-10
medium_term,JID,Surround Sound (feat. 21 Savage & Baby Tate),The Forever Story (Extended Version),2022-10-31
medium_term,Creed,My Sacrifice,Weathered,2001-01-01
medium_term,Nickelback,Photograph,All the Right Reasons,2005-09-26
medium_term,John Mayer,In the Blood,The Search for Everything,2017-04-14
medium_term,The Academic,Thought I Told You,Loose Friends,2015-10-30
medium_term,Peach Pit,Alrighty Aphrodite,Being So Normal,2018-06-28
medium_term,Gracie Abrams,Difficult,Good Riddance (Deluxe),2023-06-16
medium_term,The Academic,Different,Loose Friends,2015-10-30
medium_term,Chappell Roan,Red Wine Supernova,Red Wine Supernova,2023-05-17
medium_term,John Mayer,Stop This Train,Continuum,2006-09-11
medium_term,Sum 41,Still Waiting,Does This Look Infected?,2002-01-01
medium_term,John Mayer,New Light,Sob Rock,2021-07-16
medium_term,Del Water Gap,Ode to a Conversation Stuck in Your Throat,Del Water Gap,2021-10-08
medium_term,The Kid LAROI,STAY (with Justin Bieber),STAY (with Justin Bieber),2021-07-09
medium_term,Death Cab for Cutie,Soul Meets Body,Plans,2005-08-29
medium_term,Matt Maeson,Hallucinogenics,Bank On The Funeral,2019-04-05
medium_term,Catfish and the Bottlemen,Longshot,The Balance,2019-04-26
medium_term,Hozier,Shrike,"Wasteland, Baby!",2019-03-01
medium_term,Halsey,Alone,hopeless fountain kingdom (Deluxe),2017-06-02
medium_term,5 Seconds of Summer,Old Me,CALM,2020-03-27
medium_term,John Mayer,Carry Me Away,Sob Rock,2021-07-16
medium_term,Stevie Wonder,For Once In My Life,For Once In My Life,1968-12-01
medium_term,Of Monsters and Men,Mountain Sound,My Head Is An Animal,2012-01-01
medium_term,Young the Giant,Cough Syrup,Young The Giant (Special Edition),2011
medium_term,Hozier,Nina Cried Power (feat. Mavis Staples),"Wasteland, Baby!",2019-03-01
medium_term,Hozier,Work Song,Hozier,2014-10-07
medium_term,Night Riots,Back to Your Love,Young Lore,2013-07-30
medium_term,Berhana,Janet,Berhana,2016-07-21
medium_term,Jack Harlow,Lovin On Me,Lovin On Me,2023-11-10
medium_term,Phoebe Bridgers,Scott Street,Stranger in the Alps (Deluxe Edition),2018-10-02
medium_term,Post Malone,Better Now,beerbongs & bentleys,2018-04-27
medium_term,Arctic Monkeys,Why'd You Only Call Me When You're High?,AM,2013-09-09
medium_term,Olivia Rodrigo,ballad of a homeschooled girl,GUTS,2023-09-08
medium_term,Tate McRae,exes,THINK LATER,2023-12-08
medium_term,Hozier,Arsonist's Lullabye,From Eden EP,2014-03-09
medium_term,Young the Giant,Superposition,Mirror Master,2018-10-12
medium_term,All Time Low,"Dear Maria, Count Me In","So Wrong, It's Right",2007-09-25
medium_term,Reba McEntire,I'm A Survivor,Greatest Hits Volume III - I'm A Survivor,2001-10-23
medium_term,Hozier,Eat Your Young,Eat Your Young,2023-03-17
medium_term,The Academic,Chasers,Loose Friends,2015-10-30
medium_term,Gracie Abrams,Friend,minor,2020-07-14
medium_term,5 Seconds of Summer,She Looks So Perfect,5 Seconds Of Summer,2014-06-27
medium_term,Arctic Monkeys,Fluorescent Adolescent,Favourite Worst Nightmare (Standard Version),2007-04-24
medium_term,Kenya Grace,Strangers,Strangers,2023-09-01
medium_term,All Time Low,A Love Like War (feat. Vic Fuentes),Don't Panic: It's Longer Now!,2013-09-30
medium_term,Two Door Cinema Club,What You Know,Tourist History,2010-02-17
medium_term,Mt. Joy,Strangers,Rearrange Us,2020-06-05
medium_term,Conan Gray,Greek God,Sunset Season,2018-11-16
medium_term,Dominic Fike,Babydoll,"Don't Forget About Me, Demos",2018-10-16
medium_term,John Mayer,Vultures,Continuum,2006-09-11
medium_term,Hozier,Sunlight,"Wasteland, Baby!",2019-03-01
medium_term,Young the Giant,Simplify,Mirror Master,2018-10-12
medium_term,Young the Giant,My Body,Young The Giant (Special Edition),2011
medium_term,John Mayer,All I Want Is to Be With You,Sob Rock,2021-07-16
medium_term,Olivia Rodrigo,love is embarrassing,GUTS,2023-09-08
medium_term,The Academic,Why Can't We Be Friends?,Tales from the Backseat,2018-01-12
medium_term,Young the Giant,Amerika,Home of the Strange,2016-08-12
medium_term,The Paper Kites,Bloom - Bonus Track,Woodland,2013-03-05
medium_term,The Killers,Somebody Told Me,Hot Fuss,2004
medium_term,Miley Cyrus,I Hope You Find It,The Last Song,2010-01-01
medium_term,Lorde,Ribs,Pure Heroine,2013-09-27
medium_term,Olivia Rodrigo,pretty isn’t pretty,GUTS,2023-09-08
medium_term,5 Seconds of Summer,Ghost Of You,Youngblood (Deluxe),2018-06-15
medium_term,Billie Eilish,TV,Guitar Songs,2022-07-21
medium_term,Tate McRae,hurt my feelings,THINK LATER,2023-12-08
medium_term,Sabrina Carpenter,santa doesn’t know you like i do,fruitcake,2023-11-17
medium_term,Two Door Cinema Club,Something Good Can Work,Tourist History,2010-02-17
medium_term,The Academic,AFTERTASTE,AFTERTASTE,2019-09-13
medium_term,5 Seconds of Summer,CAROUSEL,5SOS5,2022-09-23
medium_term,San Cisco,Too Much Time Together,Gracetown,2015-03-06
medium_term,Billie Eilish,Bored,Bored,2017-03-30
medium_term,My Chemical Romance,Cancer,The Black Parade,2006-10-23
medium_term,Conan Gray,Astronomy,Superache,2022-06-24
medium_term,John Mayer,Belief,Continuum,2006-09-11
medium_term,John Mayer,Gravity,Continuum,2006-09-11
medium_term,Billie Eilish,OverHeated,Happier Than Ever,2021-07-30
medium_term,Young the Giant,Daydreamer,Mind Over Matter,2014-01-17
medium_term,Of Monsters and Men,Little Talks,My Head Is An Animal,2012-01-01
medium_term,Gary Clark Jr.,Numb,Blak and Blu (Deluxe Edition),2012-10-22
medium_term,John Mayer,Bold as Love,Continuum,2006-09-11
medium_term,Sabrina Carpenter,A Nonsense Christmas,fruitcake,2023-11-17
medium_term,John Mayer,In Repair,Continuum,2006-09-11
medium_term,Fountains Of Wayne,Stacy's Mom,Welcome Interstate Managers,2003-01-01
medium_term,Death Cab for Cutie,The Ghosts of Beverly Drive,Kintsugi,2015-03-27
medium_term,Mt. Joy,Astrovan,Mt. Joy,2018-03-02
medium_term,Green Day,Holiday,Greatest Hits: God's Favorite Band,2017-11-17
medium_term,All Time Low,The Irony of Choking on a Lifesaver,Don't Panic,2012-10-09
medium_term,Sabrina Carpenter,cindy lou who,fruitcake,2023-11-17
medium_term,Gracie Abrams,minor,minor,2020-07-14
medium_term,Billie Eilish,Not My Responsibility,Happier Than Ever,2021-07-30
medium_term,John Mayer,Dear Marie,Paradise Valley,2013-08-20
medium_term,Phoebe Bridgers,I Know The End,Punisher,2020-06-18
medium_term,Halsey,Die 4 Me,Die 4 Me,2023-02-24
medium_term,Two Door Cinema Club,Undercover Martyn,Tourist History,2010-02-17
medium_term,Hozier,"I, Carrion (Icarian)",Unreal Unearth,2023-08-18
medium_term,5 Seconds of Summer,COMPLETE MESS,5SOS5,2022-09-23
medium_term,My Chemical Romance,The Sharpest Lives,The Black Parade,2006-10-23
medium_term,Miley Cyrus,Wrecking Ball,Bangerz (Deluxe Version),2013-10-04
medium_term,Billie Eilish,everything i wanted,everything i wanted,2019-11-13
medium_term,Cuco,Amor de Siempre,wannabewithu,2016-07-09
medium_term,My Chemical Romance,Sleep,The Black Parade,2006-10-23
medium_term,Miley Cyrus,Golden G String,Plastic Hearts,2020-11-27
medium_term,All Time Low,Weightless,Nothing Personal (Deluxe Version),2009-07-07
medium_term,Taylor Swift,Don’t Blame Me,reputation,2017-11-10
medium_term,John Mayer,Waiting On the World to Change,Continuum,2006-09-11
medium_term,Corella,Caught Up,Caught Up,2018-02-23
medium_term,Phoebe Bridgers,Motion Sickness,Stranger in the Alps,2017-09-22
medium_term,Olivia Rodrigo,lacy,GUTS,2023-09-08
medium_term,My Chemical Romance,This Is How I Disappear,The Black Parade,2006-10-23
medium_term,BØRNS,Dug My Heart,Dopamine,2015-10-16
medium_term,5 Seconds of Summer,Lie To Me,Youngblood (Deluxe),2018-06-15
medium_term,Gary Clark Jr.,When I'm Gone,This Land,2019-02-22
medium_term,Two Door Cinema Club,I Can Talk,Tourist History,2010-02-17
medium_term,Billie Eilish,Male Fantasy,Happier Than Ever,2021-07-30
medium_term,John Mayer,I Don't Trust Myself (With Loving You),Continuum,2006-09-11
medium_term,Olivia Rodrigo,making the bed,GUTS,2023-09-08
medium_term,Harry Styles,Meet Me in the Hallway,Harry Styles,2017-05-12
medium_term,All Time Low,Painting Flowers,Painting Flowers,2011-11-15
medium_term,Adele,Sweetest Devotion,25,2015-11-20
medium_term,Gary Clark Jr.,Stay,The Story of Sonny Boy Slim,2015-09-11
medium_term,My Chemical Romance,Mama,The Black Parade,2006-10-23
medium_term,JAY-Z,Run This Town,The Blueprint 3,2009-09-08
medium_term,My Chemical Romance,I'm Not Okay (I Promise),Three Cheers for Sweet Revenge,2004-06-08
medium_term,Billie Eilish,my future,Happier Than Ever,2021-07-30
medium_term,5 Seconds of Summer,You Don’t Go To Parties,5SOS5,2022-09-23
medium_term,Gary Clark Jr.,When My Train Pulls In,Blak and Blu (Deluxe Edition),2012-10-22
medium_term,My Chemical Romance,Welcome to the Black Parade,The Black Parade,2006-10-23
medium_term,The Backseat Lovers,Maple Syrup,When We Were Friends,2019-01-27
medium_term,John Mayer,Why You No Love Me,Sob Rock,2021-07-16
medium_term,Halsey,Bad At Love,hopeless fountain kingdom (Deluxe),2017-06-02
medium_term,The Kid LAROI,WITHOUT YOU,F*CK LOVE 3+: OVER YOU,2021-07-27
medium_term,Arctic Monkeys,R U Mine?,AM,2013-09-09
medium_term,Miley Cyrus,Midnight Sky,Plastic Hearts,2020-11-27
medium_term,Paramore,That's What You Get,Riot!,2007-06-11
medium_term,John Mayer,Dreaming with a Broken Heart,Continuum,2006-09-11
medium_term,Miley Cyrus,Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),Plastic Hearts,2020-11-27
medium_term,Olivia Rodrigo,the grudge,GUTS,2023-09-08
medium_term,Ashe,Till Forever Falls Apart,Ashlyn,2021-05-07
medium_term,Ghost Atlas,Vertigo,"All Is in Sync, and There's Nothing Left to Sing About",2017-11-17
medium_term,James Arthur,Just Us,Just Us,2023-10-06
medium_term,Tiësto,10:35,DRIVE,2023-04-21
medium_term,John Mayer,Shouldn't Matter but It Does,Sob Rock,2021-07-16
medium_term,Billie Eilish,Getting Older,Happier Than Ever,2021-07-30
medium_term,Gary Clark Jr.,Grinder,The Story of Sonny Boy Slim,2015-09-11
medium_term,NF,Let You Down,Perception,2017-10-06
medium_term,All Time Low,Break Your Little Heart,Nothing Personal (Deluxe Version),2009-07-07
medium_term,Billie Eilish,when the party's over,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29
medium_term,John Mayer,The Heart of Life,Continuum,2006-09-11
medium_term,Conan Gray,Telepath,Telepath,2021-10-29
medium_term,The xx,Intro,xx,2009-08-18
medium_term,The Agonist,Take Me to Church,Five,2016-09-30
medium_term,Billie Eilish,GOLDWING,Happier Than Ever,2021-07-30
medium_term,John Mayer,I'm Gonna Find Another You,Continuum,2006-09-11
medium_term,Mariah Carey,All I Want for Christmas Is You,Merry Christmas,1994-10-28
medium_term,Billie Eilish,my future,my future,2020-07-30
medium_term,Sabrina Carpenter,is it new years yet?,fruitcake,2023-11-17
medium_term,Billie Eilish,Getting Older,Happier Than Ever,2021-07-30
medium_term,Pierce The Veil,Pass The Nirvana,The Jaws Of Life,2023-02-10
medium_term,Every Avenue,Tell Me I'm A Wreck,Picture Perfect,2009-11-03
medium_term,Gracie Abrams,Feels Like,This Is What It Feels Like,2021-11-12
medium_term,Catfish and the Bottlemen,Encore,The Balance,2019-04-26
medium_term,My Chemical Romance,House of Wolves,The Black Parade,2006-10-23
medium_term,Gary Clark Jr.,The Guitar Man,This Land,2019-02-22
medium_term,Eagles,Tequila Sunrise - 2013 Remaster,Desperado (2013 Remaster),1973-04-17
medium_term,Miley Cyrus,Butterfly Fly Away,Hannah Montana The Movie,2009-01-01
medium_term,Taylor Swift,I Did Something Bad,reputation,2017-11-10
medium_term,Miley Cyrus,Adore You,Bangerz (Deluxe Version),2013-10-04
medium_term,Niall Horan,Heaven,The Show,2023-06-09
medium_term,5 Seconds of Summer,She's Kinda Hot,Sounds Good Feels Good (Deluxe),2015-10-23
medium_term,Adele,Hello,25,2015-11-20
medium_term,Sabrina Carpenter,white xmas,fruitcake,2023-11-17
medium_term,Circa Survive,Get Out,Blue Sky Noise (Deluxe - Remastered),2018-08-10
medium_term,Mayday Parade,Somebody That I Used To Know,"Punk Goes Pop, Vol. 5",2012-11-06
medium_term,Doja Cat,Attention,Attention,2023-06-16
medium_term,5 Seconds of Summer,Caramel,5SOS5,2022-09-23
medium_term,Billie Eilish,ocean eyes,dont smile at me,2017-12-22
medium_term,Phoebe Bridgers,Kyoto,Punisher,2020-06-18
medium_term,Miley Cyrus,Never Be Me,Plastic Hearts,2020-11-27
medium_term,Gary Clark Jr.,Bright Lights,Blak and Blu (Deluxe Edition),2012-10-22
medium_term,Fleet Foxes,White Winter Hymnal,Fleet Foxes,2008-06-03
